"initiative_id","spot_counts","active_spots","station_list","ordered_impressions","delivered_impressions"
"1cee16cd-a06a-450e-99ac-9a0d1f2b0424",1702,1702,"KQXT-F3, KAJA-FM, WOAI-AM, KXXM-FM, KQXT-FM, KZEP-FM",387333288,387333288
a8bf5f45-67ac-4799-b19c-f3b454fbd955,68,68,WCOS-FM,4968620.0,4968620.0
c1bcc9c9-121b-4c9c-8411-1eb61db40faf,111,111,"WARF-AM, WAKS-F2, WAKS-FM, WTAM-AM, WMJI-FM, WGAR-FM, WMMS-FM",6056923.0,6056923.0
"08ef350c-1c3c-47cd-897a-1154df1b07e3",564,564,"WAKS-FM, WHLK-FM, WMMS-FM, WARF-AM, WMJI-FM, WGAR-FM, WAKS-F2, WTAM-AM",43921610,43921610
"10c4ddd6-f399-4bf8-86f3-4eefa39961f5",2248,2248,"WRFQ-FM, WXLY-FM, WYNA-FM, WWWZ-FM, WJJS-FM, WYYD-FM, WMGL-FM, WROV-FM, WSSX-FM, WDAI-FM, WGTR-FM, WSYN-FM, WSTV-FM, WSCC-FM, WRXZ-FM, WWXM-FM, WEZL-FM, WIWF-FM, WLFF-FM, WSEA-FM, WAYS-AM, WLUB-FM, WBBQ-FM, WLQB-FM, WKSP-FM, WPRW-FM, WLUB-F2",124242304,124242304
"4243c8bd-cddc-4c0c-afab-0db45a24a000",497,497,"KMYT-FM, KTMQ-FM, KPWK-AM, KGGI-FM, KQIE-FM, KTIE-AM",81655448,81655448
"66671785-df6b-4eb2-afbf-fda9874da695",1318,1318,"WDAS-FM, KIIS-FM, WLTW-FM, WHTZ-FM, KBIG-FM, WHYI-FM, KDGE-FM, KIOI-FM, WLIT-FM, WIOQ-FM, WXKS-FM, WZLX-FM, WKSC-FM, KHKS-FM, KYLD-FM, WBGG-FM",578039476,578039476
"828291a2-b3bb-4b92-a1a4-34c8bc89c950",1040,1040,"WKTU-FM, WLTW-FM, WHTZ-FM, WAXQ-FM, WWPR-FM, WOR-AM",594722169,594722169
a129cfcf-383a-4e39-a64a-0b996e688020,516,516,"WEND-FM, WLKO-FM, WRFX-FM, WKKT-FM, WNKS-FM, WKQC-FM, WPEG-FM, WSOC-FM, WHQC-FM, WBAV-FM",59916026,59916026
a1474a8c-13f7-4459-9c81-a480e17e4d61,251,251,KISO-FM,10906531,10906531
b9bc44bc-42c1-41b2-a49f-0fb63119d76d,244,244,"WYLD-FM, WYLD-AM, WRNO-FM, WRNO-F2, WNOE-FM, KVDU-FM, WQUE-FM",26787986,26787986
bf688a7f-c881-474f-9286-5aa83628800c,727,727,"KXKL-FM, KRFX-FM, KTCL-FM, KSME-FM, KBPI-FM, KIMN-FM, KYGO-FM, KKFN-FM, KOSI-FM, KXBG-FM",53204544,53204544
d226e2be-1ab8-4639-857d-1eec9b617263,312,312,"KYRV-FM, KSTE-AM, KBEB-FM, KFBK-AM, KSAC-AM",26696950,26696950
d5c1a2d0-22ac-421c-9c38-e0d68b9cf81e,5186,5186,"WLLR-FM, KMJK-FM, KGLI-FM, KQCH-FM, KCQQ-FM, KFAB-AM, WHO-AM, KCMO-FM, KXKT-FM, KSFT-FM, KUUL-FM, KASI-AM, KSEZ-FM, KOSY-FM, WMT-AM, KMXG-FM, KMJM-AM, KDRB-FM, KXNO-AM, KGOR-FM, KKSY-FM, KCYZ-FM, KKRQ-FM, WOC-AM, KKDM-FM, KISO-FM, KCFX-FM, KXIC-AM, KHKI-FM, KCJK-FM, KWQW-FM, KCMO-AM, KFFF-FM, KCMO-F2, KXSP-AM, WFXN-AM, KKCD-FM, KGGO-FM, KJJY-FM, KEZO-FM, KSRZ-FM, KBGG-AM",209966862,209966862
fb609861-ee1b-4174-8766-2c71800a3dfb,1629,1629,"KOHT-FM, KNST-AM, KHYT-FM, KXEW-AM, KTZR-AM, KSZR-FM, KRQQ-FM, KHUD-FM, KMMA-FM, KIIM-FM, KCUB-AM, KTUC-AM",193221661,193221661
fe1b2c30-5c1b-477c-aa89-62f9d8ed4ae7,624,624,"KWNR-FM, KYMT-FM, KYMT-F2",41585731,41585731
"16983984-66b6-4b9b-bfd4-6d6ccb01744e",104,104,WISN-AM,9065675.0,9065675.0
"3d837bef-fba3-458b-a512-45748a79f2e2",393,393,"KQXL-FM, WJBO-AM, WXOK-AM, WYNK-FM, KRVE-FM, WFMF-FM, WRQQ-FM, WEMX-FM, WDGL-FM, WYNK-F2, KVDU-FM",21670075,21670075
a0fbf261-9962-4239-a1d0-fa6325d7c01f,307,307,"WMAL-FM, WMZQ-FM, WMZQ-F2, WWDC-F2, WASH-FM, WIHT-FM, WBIG-FM, WTOP-FM",43210974,43210974
e1334a4c-0c68-4a79-8150-624e7ed55f56,352,352,"WZHT-FM, WWMG-FM, WHLW-FM, WMXS-FM, WHHY-FM, WXFX-FM, WLWI-AM",14953589,14953589
d16038dd-a32f-4801-a3be-96b646a13f07,270,270,"KOSY-FM, WMT-AM, KKSY-FM, KXIC-AM, KKRQ-FM, KMJM-AM",9653146.0,9653146.0
"268dd489-2b1d-42d9-9c0c-276dbbf5797f",3479,3479,"WLTW-FM, WOR-AM, WHTZ-FM, WKTU-FM, WAXQ-FM, KOST-FM, KEIB-AM, WSRV-FM, KFI-AM, WWPW-FM, WJJK-FM, WFMS-FM, WIBC-FM, WFSH-FM, WFBQ-FM, KBIG-FM, WZPL-FM, WALR-FM, WUBL-FM, WSB-AM, KLOS-FM, KIIS-FM, KYSR-FM, WYXB-FM, WLHK-FM, WRDG-FM, KLAC-AM, WXNY-FM, WTTS-FM, KLVE-FM",922880405,922880405
"3063c8da-3722-4d59-95f9-3da687bdb665",190,190,"WUBL-FM, WNNX-FM, WWWQ-FM, WFSH-FM, WWPW-FM, WSTR-FM, WRDG-FM, WWWQ-F3, WKHX-FM, WSB-AM, WALR-FM, WSB-FM, WSRV-FM",24691920,24691920
"4f79393f-def5-4133-ad35-3512f6eb63f1",445,445,"WPYX-FM, WGY-AM, WRVE-FM",29987869,29987869
"75f8146c-7570-48a4-b258-2bd8e9c7d727",299,299,"WMJI-FM, WMMS-FM, WGAR-FM, WTAM-AM",26815244,26815244
"76e8a6fb-47ad-4768-a70f-f71bbbfa59c2",331,331,"WAIO-FM, WHAM-AM, WDVI-FM, WHTK-AM, WNBL-FM, WKGS-FM, WVOR-FM",19000322,19000322
"7c50f331-4bb8-4453-9db5-ef56088f08af",631,631,"KJR-FM, KBKS-FM, KJEB-FM, KZOK-FM, KJAQ-FM, KQMV-FM, KRWM-FM, KJR-AM, KNWN-AM, KPLZ-FM",73919852,73919852
"80d9ebef-21c3-4eca-b440-070f5ad97a9e",191,191,"WMMS-FM, WHLK-FM, WGAR-FM, WMJI-FM, WENZ-FM, WAKS-FM, WTAM-AM, WZAK-FM, WMMS-F3",15876481,15876481
"85961400-acad-4bcd-89f8-b79c92b3b86f",1754,1754,"KVET-AM, KVET-FM, KPEZ-FM, KHFI-FM, KASE-FM, KASE-F2, KLBJ-AM, KLBJ-FM, KBPA-FM",268981097,268981097
dc4bda90-4b34-421d-b3f5-da9aca4306dd,1214,1214,"WKCY-AM, WKDW-AM, WACL-FM, WKCY-FM, WSVO-FM, WAZR-FM",17840462,17840462
fb3d5dc8-0671-4ea3-a346-b712e9b6e931,1312,1312,"KRXQ-FM, KBEB-FM, KFBK-AM, KSEG-FM, KHYL-FM, KIFM-AM, KSFM-FM, KSTE-AM, KYRV-FM, KUDL-FM, KKDO-FM, KZIS-FM, KUBA-AM, KSAC-AM",71310033,71310033
fed07f02-f06d-4f90-b172-a25e355b02e1,382,382,"WQYZ-FM, WKNN-FM, WMJY-FM, WBUV-FM",20324107,20324107
"04fa3674-6aaa-4db8-81b2-99e1c5ec5ad8",171,171,"WCTQ-FM, WSRZ-FM",7365930.0,7365930.0
"10091eac-8611-4ff9-b7af-486b52ec6708",292,292,"WFLA-AM, WDAE-AM, WFUS-FM, WXTB-FM, WHNZ-AM",32497528,32497528
"830f0806-86a1-453f-8609-d970359cc2df",784,784,"WGIR-FM, WGIR-AM, WHEB-FM, WTBU-FM, WPKX-AM",24764907,24764907
"85f4ed19-5dc4-4eb6-9b52-2faff3fe4f97",762,762,"WMZQ-F2, WWDC-F2, WASH-FM, WMZQ-FM, WIHT-FM, WBIG-FM, WMMJ-FM, WWDC-FM, WMAL-FM, WKYS-FM, WHUR-FM",128647457,128647457
"898218dd-a880-4ad4-9070-a34d9854a7be",224,224,WNDH-FM,5527650.0,5527650.0
ca41bfab-a9f9-4796-a365-6e7f4d1a6422,2788,2788,"WHLK-FM, WMJI-FM, WKDD-FM, WAKS-F2, WTAM-AM, WAKS-FM, WRQK-FM, WHLO-AM, WMMS-FM, WGAR-FM, WHOF-FM, WMMS-F3",238024063,238024063
d4a31f97-2b03-4e40-88f0-fee928036422,1780,1780,"WIOD-AM, WBGG-FM, WMIB-FM, WHYI-FM, WZTU-FM, WMIA-FM, WAMR-FM, WINZ-AM, WRTO-FM, WEDR-FM, WHQT-FM, WFLC-FM",429572952,429572952
d4c3de6d-8610-4024-a3a0-d8ff0f98745c,407,407,"KFAB-AM, KGOR-FM, KISO-FM, KFFF-FM, KXKT-FM",28553435,28553435
e07e260f-510e-41eb-9316-46a3ab62a20f,480,480,"WNIC-FM, WDZZ-FM, WFBE-FM, WWCK-AM, WMGC-FM, WWCK-FM, WJLB-FM, WLLZ-FM, WTRX-AM",46046272,46046272
e192fe41-d42c-4437-aea4-da5516d4d69d,494,494,"WSCC-FM, WRFQ-FM, WSSX-FM, WXLY-FM, WIWF-FM, WMGL-FM, WWWZ-FM, WEZL-FM",17631857,17631857
eab2b1a3-a570-45da-aa8e-e650779d9c6c,847,847,"WAKZ-FM, WMXY-FM, WHLK-FM, WMJI-FM",41592653,41592653
"0e8b5513-3b8a-4d94-9b63-c132a6cee9ac",1294,1294,"KTBZ-FM, KQBT-FM, KTRH-AM, KAMA-FM, KBME-AM, KROI-FM, KMJQ-FM, KODA-FM, KOVE-FM, KPRC-AM, KLTN-FM, KRBE-FM, KBXX-FM, KRBE-F2, KGLK-FM, KQBU-FM",454373880,454373880
"2d2ed992-49ea-4e4a-94b7-bba83cec547c",833,833,"WLLR-FM, KCQQ-FM, KUUL-FM, KMXG-FM, WOC-AM, WFXN-AM",31551566,31551566
"56c153bd-3a8d-41a2-bcdd-ff4b655dd510",1479,1479,"WDIZ-AM, WSDV-AM, WCTQ-FM, WTZB-FM, WRUB-FM, WSRZ-FM, WBTP-FM",88905004,88905004
"6ace696e-7446-4e85-a519-ea713ba09050",2694,2694,"WEAT-FM, WLDI-FM, WZZR-FM, WKGR-FM, WRLX-FM, WIRK-FM, WMBX-FM, WOLL-FM, WRMF-FM, WBZT-AM, WJNO-AM",130476685,130476685
"89c7ee08-9362-42b2-b567-7f2b0b88a688",622,622,"KAJA-FM, KQXT-FM, KXXM-FM, KKYX-AM, KRPT-FM, WOAI-AM, KSMG-FM, KTKR-AM, KISS-FM, KCYY-FM, KONO-AM, KTSA-AM, KTKX-FM, KONO-FM, KVBH-FM, KTFM-FM",64205832,64205832
"91b1a20d-51a6-4a9f-a4b4-84fe25a4445e",919,919,"WTKS-FM, WTKS-F2, WXXL-FM, WRUM-FM, WMGF-FM, WYGM-AM, WFLF-AM, WJRR-FM",58152370,58152370
ab6a8206-85aa-44b5-9ed7-805e04af94ac,317,317,"WDVI-FM, WAIO-FM, WHAM-AM",19644088,19644088
d45bbcd1-8589-4b2d-ad07-6149ddb59042,581,581,"WUSQ-FM, WFQX-FM, WKSI-FM",16996351,16996351
e921dabd-7cd4-4a15-a1f2-5abf97c38657,411,411,"KDMX-FM, WBAP-AM, KTCK-AM, KZPS-FM, KSCS-FM, KDGE-FM, KFXR-AM, KLIF-AM, KEGL-FM, KPLX-FM, KLTY-FM, KHKS-FM",124663068,124663068
"05479fe3-35f2-4479-82aa-2054f7211214",813,813,"WBHK-FM, WZZK-FM, WBPT-FM, WDXB-FM, WMJJ-FM, WUHT-FM, WQEN-FM, WBHJ-FM, WQEN-F2, WMJJ-F2, WZRR-FM, WJQX-FM, WJOX-AM, WERC-FM, WJOX-FM, WERC-F3",56979133,56979133
"055d5504-54a7-47e7-8827-b59fee7af88d",523,523,"KTGX-FM, KMOD-FM, KTBZ-AM, KTBT-FM, KAKC-AM, KTGX-F2, KIZS-FM",25563649,25563649
"0598fd69-0564-4b03-a3cd-fa0b8f37da56",1514,1514,"WUMR-FM, WDAS-FM, WIOQ-FM, WUSL-FM, WRFF-FM, WDAS-AM",575924033,575924033
"0b36354a-5757-4a86-a3fd-b4d43db1ccbd",412,412,"KPTR-AM, KRWM-FM, KZOK-FM, KJR-AM, KJAQ-FM, KJEB-FM, KBKS-FM, KJR-FM, KQMV-FM, KPNW-FM, KIXI-AM, KPLZ-FM, KKNW-AM, KNWN-AM",70505708,70505708
"381e4830-1a63-462a-9b66-dcfbbec87c3f",300,300,"WRQK-FM, WGAR-FM, WHLK-FM, WTAM-AM, WMJI-FM, WARF-AM, WMMS-FM, WMMS-F3",25773647,25773647
"45037192-f0b1-4d10-952e-ae484498c6f4",252,252,"WDAS-FM, WIOQ-FM, WRFF-FM, WUSL-FM, WKXW-FM, WDAS-AM, WPST-FM",31434926,31434926
"4b974448-aece-4279-b6f6-9c130b0b24f0",916,916,"WKDW-AM, WAZR-FM, WACL-FM, WSVO-FM, WKCY-AM, WKCY-FM",7664787.0,7664787.0
"5fa94ec6-4591-48f0-8069-629fca86f1f9",672,672,"WUSQ-FM, WFQX-FM, WMRE-AM, WKSI-FM",7908026.0,7908026.0
"9d21c96f-9fd1-4d51-973b-b42ba74ec9bb",498,498,"KLSD-AM, KIOZ-FM, KOGO-AM, KGB-AM, KHTS-FM, KGB-FM, KSSX-FM, KMYI-FM, KLQV-FM, KFBG-FM, XHRM-FM, KLNV-FM",45626940,45626940
a425dd3f-3163-474d-ad98-dcd84f99f48c,314,314,"WTQR-FM, WMKS-FM, WPAW-FM, WSMW-FM, WPTI-FM, WQMG-FM, WVBZ-FM, WMAG-FM",9377752.0,9377752.0
bd646561-34b7-4644-bc2a-224f795ec219,1094,1094,"WQIK-FM, WPLA-FM, WKSL-FM, WSOL-FM, WJGL-FM, WOKV-FM",48315397,48315397
c6829d83-9880-4b24-9168-76092f0ea6dc,152,152,"WRKH-FM, WKSJ-FM",11976091,11976091
d267367e-2899-410b-b870-abb6e915ed49,2050,2050,"WLWI-FM, WWMG-FM, WQRV-FM, WZRR-FM, WMXS-FM, WHLW-FM, WXFX-FM, WQEN-FM, WVNN-AM, WHHY-FM, WUHT-FM, WMJJ-FM, WDRM-FM, WZHT-FM, WTAK-FM, WDXB-FM, WZYP-FM, WWFF-FM, WGMZ-FM, WBPT-FM, WUMP-AM, WZZK-FM, WERC-F3, WHRP-FM, WJQX-FM, WMSP-AM, WBHP-AM, WMJJ-F2, WQEN-F2, WERC-F2, WERC-FM, WJOX-FM, WLWI-AM, WJOX-AM, WBHK-FM",105449418,105449418
e63fa892-8db4-4bc5-9de4-701f196caac5,938,938,"WFUS-FM, WMTX-FM, WXTB-FM, WFLA-AM",115338153,115338153
e6cd2c20-9b4a-458d-9a83-e3128a5f8796,1518,1518,"KBER-FM, KAAZ-FM, KUBL-FM, KODJ-FM, KNRS-FM, KBEE-FM, KKAT-AM, KZHT-FM, KJMY-FM, KENZ-FM, KJMY-F2",204372585,204372585
ff5d66c5-4bcc-4f04-a2ca-c3cbd1884165,2109,2109,"WNCI-FM, WBEX-AM, WSPD-AM, WIMT-FM, WIOT-FM, WZRX-FM, WCHO-FM, WDFM-FM, WNDH-FM, WCHI-AM, WYFM-FM, WGRR-FM, WCHO-AM, WLW-AM, WMXY-FM, WVHU-AM, WBVB-FM, WBBG-FM, WQXK-FM, WTCR-FM, WNNF-FM, WKBN-AM, WRVF-FM, WCOL-FM, WAKZ-FM, WAMX-FM, WKEE-FM, WRRM-FM, WHOT-FM, WGAR-FM, WKKJ-FM, WIMA-AM, WHLO-AM, WRQK-FM, WRQN-FM, WHLK-FM, WBKS-FM, WKKO-FM, WTAM-AM, WOFX-FM, WZOM-FM, WMMS-FM, WVKS-FM, WODC-FM, WTVN-AM",76700386,76700386
"3d085029-d35b-4e9d-8d47-a2245827bc61",1376,1376,"KWQW-FM, KCYZ-FM, KXNO-AM, KGGO-FM, KKDM-FM, KDRB-FM, KHKI-FM, KJJY-FM, WHO-AM, KASI-AM",211379436,211379436
"6573bcfc-019f-4ba9-8bb0-2958258c346d",1070,1070,"WMMS-FM, WAKS-FM, WGAR-FM, WHLK-FM, WMJI-FM, WTAM-AM",100070970,100070970
"697f802f-2279-4ba6-ba59-725186fd7277",320,320,WYNK-FM,31683172,31683172
"8853f180-e760-4efa-a021-860b093b6453",499,499,"WCHI-FM, WVAZ-FM, WKSC-FM, WGCI-FM, WTMX-FM, WOJO-FM, WPPN-FM, WGN-AM, WDRV-FM",146727293,146727293
b12c65a9-0558-4046-a8cc-fc37f1a143b5,229,229,KFFF-FM,14578522,14578522
eaf3a92b-943a-4a8a-b95f-1e5ac5c017e1,670,670,"KHUD-FM, KHYT-FM, KCUB-AM, KTZR-AM, KNST-AM, KIIM-FM, KRQQ-FM, KOHT-FM, KXEW-AM, KMMA-FM",50769552,50769552
ecf3dc5d-31ba-41d3-a8b6-fdc365de94cd,627,627,"KJMY-FM, KZHT-FM, KENZ-FM, KODJ-FM, KAAZ-FM, KBEE-FM, KNRS-FM, KSOP-AM, KKAT-AM, KJMY-F2, KUBL-FM, KBER-FM",36461132,36461132
"03adf6d5-8d34-4b9a-8a51-ce66dfd3b8ec",111,111,KNRS-FM,17833470,17833470
"4957d289-1855-4192-be1a-762950678d57",675,675,"WIBA-F2, WIBA-AM, WXXM-FM, WZEE-FM, WIBA-FM, WMAD-FM, WTSO-AM",15793131,15793131
"565b67e1-15e6-4086-8312-fdd76e125308",440,440,"WDRM-FM, WZYP-FM, WVNN-AM, WHRP-FM, WBHP-AM, WTAK-FM, WUMP-AM, WWFF-FM, WQRV-FM",19311519,19311519
"5d26c948-4f0d-4737-b0fb-ef9c324ed5bc",148,148,"WCHD-FM, WZDA-FM, WMMX-FM, WONE-AM, WTUE-FM",12976357,12976357
"6bb4adaa-0004-486d-8ddd-5cc2261f5346",685,685,"WLRQ-FM, WFKS-FM, WMMB-AM",40452633,40452633
"717efd60-e7ce-4d8d-b624-6619d1117398",196,196,"KOA-AM, KRFX-FM, KIMN-FM, KRKS-FM, KDFD-AM, KUVO-FM",39936991,39936991
"78799c78-5427-440e-bdff-6acff6ba2dbc",857,857,"WVOR-FM, WAIO-FM, WDVI-FM, WHAM-AM, WKGS-FM, WNBL-FM, WHTK-AM",53423804,53423804
"06054f6e-0e22-4fc3-bbc8-3cce15748c7b",789,789,"KJMY-FM, KAAZ-FM, KNRS-FM, KODJ-FM, KZHT-FM, KBEE-FM, KENZ-FM, KKAT-AM, KJMY-F2, KSOP-FM, KBER-FM",49750703,49750703
"06a97deb-fbbe-4eb4-9b7a-93a9668c007e",271,271,"WARF-AM, WMMS-FM, WMJI-FM, WGAR-FM, WAKS-FM, WHLK-FM, WAKS-F2, WTAM-AM",17866241,17866241
"114dc2df-87c5-4dbc-b234-2fec3898871d",327,327,"WCTK-FM, WWBB-FM, WHJY-FM, WSNE-FM, WHJJ-AM",13474757,13474757
"116a3f68-0a20-4f16-b923-4e1cc067e593",733,733,"WQSR-FM, WPOC-FM, WCAO-AM, WZFT-FM, WBAL-AM, WIYY-FM, WCBM-AM",85620496,85620496
"1d38adee-0fad-4547-a8c7-617ad3225254",343,343,"WRTO-FM, WMIA-FM, WAMR-FM",140169141,140169141
"4c3ac4d7-b42b-4d16-9dab-50e0531e5cc4",311,311,"KGOR-FM, KFFF-FM, KISO-FM, KFAB-AM, KXKT-FM",13362271,13362271
"63052bfe-958a-4e6c-b0b4-72fc7153625d",790,790,"WAMZ-FM, WSDF-FM, WQMF-FM, WNRW-FM, WHAS-AM, WKJK-AM",41307626,41307626
"6a14229f-3929-4d94-9265-b0f5b63c68e8",1222,1222,"KRAB-FM, KBFP-AM, KHTY-AM, KBFP-FM, KDFO-FM",102363196,102363196
"8a442288-9c9c-49d1-a05b-d637a774ee57",145,145,"WLTY-FM, WVOC-AM, WCOS-FM",8084098.0,8084098.0
"9f342a3e-9afa-465f-8dfe-80d4a94dace5",473,473,"WZLX-FM, WXKS-AM, WBWL-FM",113993261,113993261
ab624ec4-31b0-4c22-beca-7dd8ba175cd6,1052,1052,"WSNX-FM, WBFX-FM, WOOD-AM, WSRW-FM, WMAX-FM, WMUS-FM, WMRR-FM, WBCT-FM, WJLB-FM, WRIF-FM, WKQI-FM, WNIC-FM, WMGC-FM, WLLZ-FM, WCSX-FM, WTRX-AM, WMXD-FM, WWCK-FM, WWCK-AM",92451899,92451899
bd811806-5f4c-4d8b-92ce-40b8bc4fbdff,541,541,"KTCZ-FM, KFXN-FM, KEEY-FM, KDWB-FM, KTLK-AM, KQQL-FM, WGVX-FM, KXXR-FM, KQRS-FM",147472775,147472775
f02dcca2-3eaa-45fd-9d20-bc1cd9d9a4a9,1320,1320,"WKSI-FM, WUSQ-FM, WMRE-AM, WFQX-FM",46132901,46132901
"28388b2e-0b66-49ca-a186-7bae591d6d05",1384,1384,"WQBZ-FM, WJYZ-AM, WDEN-FM, WOBB-FM, WMRZ-FM, WGEX-FM, WBBQ-FM, WIHB-FM, WPEZ-FM, WKXC-FM, WIBB-FM, WKSP-FM, WIHB-AM, WLUB-FM, WMGB-FM, WRBV-FM, WLZN-FM, WCHZ-FM, WDRR-FM, WJIZ-FM, WHHD-FM, WLUB-F2, WRZX-AM, WGAC-AM, WMGP-FM, WPRW-FM, WMAC-AM, WGST-AM",40823968,40823968
"56c84a90-a226-4d0d-9c88-078a81e3e7d2",1002,1002,"KFXN-FM, KTCZ-FM, KEEY-FM, KQQL-FM, KTLK-AM, KDWB-FM, WGVX-FM",213308039,213308039
"73ff8f1f-5bd4-41be-9db4-66fcd33954cc",439,439,"KSD-FM, KLOU-FM, KTLK-FM",61982154,61982154
b614755d-271a-41a4-a333-1bf6a506746d,474,474,"KBKS-FM, KJR-FM, KJR-AM, KJAQ-FM",54332926,54332926
bd892546-0bc6-4156-b020-c61c0f77f3f8,189,189,"KSNE-FM, KKLZ-FM",19930240,19930240
"26f732e6-6934-4323-a20f-35c343b87154",305,305,"WPTI-FM, WTQR-FM, WMAG-FM, WVBZ-FM, WMKS-FM",11562198,11562198
"2dbf3aaa-0a4f-4657-8067-39bc98190724",1694,1694,"WRIF-FM, WJR-AM, WKQI-FM, WJLB-FM, WNIC-FM, WLLZ-FM, WMGC-FM, WMXD-FM, WCSX-FM, WDVD-FM, WDMK-FM",213944834,213944834
"372e37c5-9f84-4067-9709-f2b2c43bd47c",382,382,"WXBM-FM, WCOA-AM, WJTQ-FM, WRRX-FM, WTKX-FM, WMEZ-FM, WRGV-FM",35975420,35975420
"599a37c7-70bc-4758-858a-64da90c766a4",386,386,"WZLX-FM, WXKS-AM",96371707,96371707
"76be66af-ea89-446f-809f-0750db323a46",42,42,"KTCZ-FM, KQQL-FM, KDWB-FM",10249104,10249104
